,摄入卡路里,消耗卡路里,运动时间
2018-01-01,722.0153860046807,1225.0204930117982,167.52022922520362
2018-01-02,577.9992397458639,1179.8702499562614,120.29439759293739
2018-01-03,750.3943277074688,1289.2938702160357,169.68410474484403
2018-01-04,635.0053809706498,1378.160701697005,212.19726007577376
2018-01-05,634.0480972629316,1175.7272664909306,222.19980997477728
2018-01-06,747.3706470052414,1314.3780684596159,172.02775610676287
2018-01-07,664.2688117938108,1278.625565508876,170.10468954295615
2018-01-08,701.716759735165,1201.6038229929393,222.20556622679658
2018-01-09,623.2087321744482,1338.0095462547756,192.5046393241345
2018-01-10,629.9328090727372,1323.7912884640307,133.58490818757065
2018-01-11,854.2233860599403,1238.088527500943,154.96131706426294
2018-01-12,687.2599173974153,1305.895550274055,115.12773277312458
2018-01-13,806.986657200703,1203.4202457746273,250.85096696354736
2018-01-14,719.6810370121158,1188.5338242021433,143.63845299319445
2018-01-15,655.6621437662354,1290.26662720108,226.41573572588487
2018-01-16,710.3020451933437,1360.3745699220774,229.28733009260182
2018-01-17,706.5047523636335,1272.4111744015488,187.0632235670716
2018-01-18,702.6688906016319,1412.9973975335363,311.702008122315
2018-01-19,913.1863762276798,1342.3096359304438,209.9177031888159
2018-01-20,653.118496762764,1290.7191758685526,216.54213063062252
2018-01-21,725.3939836804003,1330.631893461005,223.87788022963247
2018-01-22,906.3264873002955,1219.971920238389,212.6572745388119
2018-01-23,650.222234622245,1323.2330294879807,209.27565172780191
2018-01-24,611.1380093529881,1462.3038919905584,177.17582336927865
2018-01-25,765.7915799913217,1180.6594209776408,352.67910549540926
2018-01-26,943.0929348279021,1161.6818565366827,187.5846218471236
2018-01-27,758.5131704058437,1329.3384650086518,169.30236572116425
2018-01-28,738.9796684293588,1374.438225499067,185.03947818420505
2018-01-29,662.9779513442735,1241.0779491341857,253.1448330379699
2018-01-30,653.4855202603108,1311.6283077943128,231.4047842435939
2018-01-31,557.0367558996178,1198.4454149452924,230.37859086114545
2018-02-01,758.4740727288972,1401.1260503534304,142.96620991943774
2018-02-02,734.0330729093191,1377.7634230442036,228.08666905144327
2018-02-03,563.4265714612831,1230.9469681266569,214.71892239732531
2018-02-04,764.253682210117,1446.26896012438,255.42928596073645
2018-02-05,712.8000195757973,1378.4001898937897,246.85747839213607
2018-02-06,645.143364781021,1207.3240602692056,157.69259263855957
2018-02-07,710.4010025031079,1261.4365524341626,146.9642293113579
2018-02-08,653.9294300435738,1108.7598447523499,233.9458959551829
2018-02-09,749.1060654575475,1141.4900800430353,159.4559125324718
2018-02-10,593.525625763153,1366.4771764516147,174.75973040326676
2018-02-11,884.4697075322281,1245.9449685908385,250.75129862955447
2018-02-12,796.8586131396138,1170.412760044202,202.93788741491977
2018-02-13,696.0053395197035,1417.9907443072107,196.7137645217636
2018-02-14,698.9596475629921,1321.1971089208405,155.35141639607806
2018-02-15,666.467608035992,1256.415162094788,231.58491185311487
2018-02-16,572.9980099626962,1162.7413458497003,192.39654290245443
2018-02-17,820.5546846578702,1309.725730401649,136.4000675297582
2018-02-18,674.5197551968041,1393.9739669010369,173.36626336079792
2018-02-19,731.849463630647,1187.4339682261975,168.4930786962447
2018-02-20,837.498642228241,1443.5730312503063,164.7039585504127
2018-02-21,877.9675763486509,1240.2092715433826,172.7136723028784
2018-02-22,774.3768543607982,1399.52925904689,142.4451275642568
2018-02-23,527.6981330825417,1293.127993423854,222.47949063424906
2018-02-24,678.399809975347,1242.8072484067989,205.881041898217
2018-02-25,895.3862094821084,1380.4938446605304,223.40265425437522
2018-02-26,662.9267984758037,1249.6371459705117,259.8442707591459
2018-02-27,899.9089376566567,1351.513260123459,187.5763454400956
2018-02-28,645.007249199164,1153.1456095544445,110.07707151603566
2018-03-01,589.178599899981,1528.8282660689001,162.78773362541972
2018-03-02,719.3148066070715,1243.756219478048,140.32951283792934
2018-03-03,716.7138115331967,1211.0766761227785,213.33661817165608
2018-03-04,772.9749883132655,1287.4191605809233,208.1117635334824
2018-03-05,497.1467796013548,1139.1610998672584,221.67791765372272
2018-03-06,771.2294635889406,1362.8471711023255,150.53299836979826
2018-03-07,696.9861678107181,1384.2819676987433,237.95482812586553
2018-03-08,784.5114217479183,1199.0428360168316,232.12780031905996
2018-03-09,933.2552090071212,1174.294065396281,225.9375043435426
2018-03-10,674.2814662610891,1450.4894436253157,233.9733354653398
2018-03-11,723.9998857563764,1415.4969359278296,210.87896937988893
2018-03-12,841.4223568615655,1366.5703950534491,130.24202903670744
2018-03-13,673.4589520261579,1248.7166323511326,188.11523526257406
2018-03-14,783.825537210852,1274.7957760133932,202.0353360618535
2018-03-15,720.7767483982087,1147.0112838024377,171.49979059435523
2018-03-16,769.0976273962881,1223.5322894480498,234.5694038886113
2018-03-17,731.5879965260157,1221.9490169044407,262.0641174056648
2018-03-18,702.4338157468131,1212.1130949614237,185.84751116191464
2018-03-19,752.607914303554,1361.552810419601,239.24867934107374
2018-03-20,516.0904089356061,1081.8796762741395,240.0410980550125
2018-03-21,728.5114220537375,1302.6545351492089,248.56352838632543
2018-03-22,694.7927451088559,1456.7509213058386,188.48285646372636
2018-03-23,686.0950068162479,1346.213235206453,174.5183463912124
2018-03-24,837.8794460855556,1446.255735479721,63.237388672824125
2018-03-25,577.9003510429578,1302.2352459353096,208.0946897172566
2018-03-26,854.6923533499936,1438.8138768592694,240.4874151170133
2018-03-27,571.8889423374683,1316.0281424690518,167.50420900964141
2018-03-28,820.8047309405315,1333.3358197426364,182.1302411792515
2018-03-29,623.3246170806161,1435.6437494425118,205.16122324970405
2018-03-30,563.245179815026,1302.692902636956,224.71398527984644
2018-03-31,644.9306058086175,1371.6341010936146,237.1573070922782
2018-04-01,675.8472137321892,1325.903573864383,160.99495379797443
2018-04-02,616.770252973958,1238.4688662337667,266.3081022162392
2018-04-03,678.960145986747,1278.1222931150196,95.03813495755784
2018-04-04,585.8556112812053,1424.5246716327392,206.94774934104072
2018-04-05,714.1831769409542,1176.027981003294,124.73688784910907
2018-04-06,773.8994224570334,1237.4343450493363,164.13438415434698
2018-04-07,874.3772402987047,1228.4862526523648,113.24755721825699
2018-04-08,617.0688893456357,1196.2562046699734,197.03497809787967
2018-04-09,724.3941611537491,1376.976455478551,181.90489212004178
2018-04-10,800.4676377235563,1160.4059035873884,204.5909980660622
2018-04-11,699.5416252272413,1279.1304861708973,195.32177114141663
2018-04-12,717.5135925605505,1146.7237720945022,219.3119257781009
2018-04-13,855.7227808118039,1403.786318262153,247.73971725286987
2018-04-14,656.8635864536396,1396.3251232808884,153.8489706573037
2018-04-15,666.7197170965536,1204.3739558525444,200.28341331378007
2018-04-16,831.5447581823839,1272.4227793645773,189.29019968239578
2018-04-17,564.5217175508238,1319.7111363313525,134.85166961816037
2018-04-18,586.1106693157261,1143.1567221482906,199.04868882957496
2018-04-19,838.0485825928557,1319.8640758487793,279.8206347721531
2018-04-20,619.6727943000756,1063.1248955896222,259.01321768011434
2018-04-21,663.4982039223609,1347.0050968580933,216.425955120257
2018-04-22,697.4557959423532,1235.9020216816962,196.50918850948244
2018-04-23,825.111912540407,1266.1377059999058,210.08865779663014
2018-04-24,902.9136961459105,1165.6473843467643,166.79936897619115
2018-04-25,770.0079512786592,1240.825882966344,170.6860637278434
2018-04-26,798.573368135951,1196.9416558430983,212.7525133535446
2018-04-27,749.5804685032529,1364.9591393450276,216.08233849712036
2018-04-28,715.5151366330467,1196.5856748699473,182.74833401024767
2018-04-29,718.6306250804835,1226.3858951391087,176.24724898592734
2018-04-30,758.1427549109965,1310.3116327641958,273.85210506796705
2018-05-01,793.1189089631008,1186.2867472498003,151.5888929994574
2018-05-02,772.536565403008,1362.28252474656,263.4939909984123
2018-05-03,632.3717931021772,1314.0616002861657,223.76334321853398
2018-05-04,648.4142694860078,1264.8666292428113,163.57632706473117
2018-05-05,711.2351627223007,1300.0797539701794,134.84426023403768
2018-05-06,692.7284782948125,1301.62318002556,212.1864584704096
2018-05-07,532.2924344799746,1365.422406963861,203.6701989404166
2018-05-08,764.313478395413,1211.31005713125,166.10907106543476
2018-05-09,694.4111592735132,1365.569785206032,270.7194500404396
2018-05-10,724.0739017753873,1316.7250097190367,236.26345494781054
2018-05-11,653.6326668728756,1275.002734855798,205.96063993234316
2018-05-12,614.9411935092066,1221.785971471389,212.4611591532785
2018-05-13,736.6467460825819,1377.5057397403764,205.25323525071204
2018-05-14,770.6860148147217,1155.6596514040598,231.5955323971246
2018-05-15,610.3742583303942,1302.1967548669202,358.658603945618
2018-05-16,531.3182280747562,1421.621616376763,187.96217853169966
2018-05-17,708.5147930403984,1076.7163009914777,191.47709790423363
2018-05-18,921.0386857121885,1323.9869560995976,183.2074592424411
2018-05-19,667.8357684586139,1274.1291402388288,79.62353213582018
2018-05-20,759.8536258428564,1332.621241326595,141.30692539558032
2018-05-21,763.2001968295934,1364.8770369749316,184.00244967106315
2018-05-22,775.1782540766864,1342.0238226507054,213.41893670591693
2018-05-23,762.3548849785996,1249.9181359633574,156.4992469340417
2018-05-24,662.30998037976,1476.4632648548895,181.17715595803688
2018-05-25,766.6122512894614,1277.0332113755749,171.84524302986017
2018-05-26,765.450166035385,1224.6725669560649,153.91757375757064
2018-05-27,942.4651199780676,1388.0763869972727,202.87388557206822
2018-05-28,862.3948870828569,1318.1699222392592,149.52748277247977
2018-05-29,528.8538978432475,1266.5597933123554,304.13420613833796
2018-05-30,745.3382797173676,1236.566186410179,266.4688778900388
2018-05-31,627.0709387659784,1624.7167369311921,249.21894960809828
2018-06-01,728.9234496391026,1127.8209943250586,185.90182652855952
2018-06-02,876.4846356360731,1495.2539101270158,177.56603435724327
2018-06-03,567.4008299581269,1214.4618596720552,183.06723164901885
2018-06-04,803.8824718578531,1212.714777201236,212.21676389316568
2018-06-05,1038.5152199636539,1241.8897124691098,199.81674128499318
2018-06-06,703.9546998379062,1223.8294524648545,124.45166870010127
2018-06-07,775.7948923928066,1338.9424356241216,154.18606096124785
2018-06-08,620.8270734158008,1279.8115056514466,263.3862399595357
2018-06-09,648.2809242480948,1312.3656959433854,232.47341033605147
2018-06-10,710.5162148684472,1094.187012968113,187.68908521930743
2018-06-11,511.78850369542283,1275.383748352047,235.62171544211702
2018-06-12,638.5596216694527,1278.483595605725,296.8208831760894
2018-06-13,576.8525113776442,1260.3736530965382,238.6082601818676
2018-06-14,600.1916733980484,1322.853547609895,175.6298997750344
2018-06-15,828.4371340382547,1392.7870835566573,178.29135966249171
2018-06-16,785.9491581620458,1485.320827339052,274.9224365211038
2018-06-17,729.5479687488016,1254.112535342082,275.47845614376354
2018-06-18,588.5742358643581,1211.778471368499,155.93385030002904
2018-06-19,696.713135702595,1196.223247729581,124.24211774545198
2018-06-20,641.5861598028174,1230.4596368105167,244.56596560059407
2018-06-21,737.4709946455247,1412.2873190359912,169.13178568466049
2018-06-22,759.0788355574721,1282.1186200366978,111.44606513656275
2018-06-23,638.0471239381936,1213.1565783506203,225.11803222580212
2018-06-24,774.3332948677692,1142.3288615500574,231.42900039876628
2018-06-25,714.2667043824177,1374.2806837784583,144.05206721550257
2018-06-26,813.0764033230247,1288.5397490757264,192.47263025399363
2018-06-27,690.5681703550399,1384.045453726755,217.97896056829842
2018-06-28,785.711759977027,1293.2067195771867,157.7969814856903
2018-06-29,556.8776187089048,1229.6964147901888,279.98627869136527
2018-06-30,599.4220116229646,1104.858617405309,186.45514671920984
